"No.","Time","Source","Destination","Protocol","Length","Info"
"208","122.542022382","192.168.17.131","20.189.172.73","TCP","54","47838  >  443 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"209","122.542756226","192.168.17.131","20.189.172.73","TLSv1.3","571","Client Hello (SNI=westus-0.in.applicationinsights.azure.com)"
"210","122.543060383","20.189.172.73","192.168.17.131","TCP","60","443  >  47838 [ACK] Seq=1 Ack=518 Win=64240 Len=0"
"211","122.549860103","13.107.5.93","192.168.17.131","TCP","60","443  >  54698 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"212","122.549911172","192.168.17.131","13.107.5.93","TCP","54","54698  >  443 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"213","122.550312889","192.168.17.131","13.107.5.93","TLSv1.3","571","Client Hello (SNI=default.exp-tas.com)"
"214","122.550528499","13.107.5.93","192.168.17.131","TCP","60","443  >  54698 [ACK] Seq=1 Ack=518 Win=64240 Len=0"
"215","122.584491878","13.107.5.93","192.168.17.131","TLSv1.3","153","Hello Retry Request, Change Cipher Spec"
"216","122.584538590","192.168.17.131","13.107.5.93","TCP","54","54698  >  443 [ACK] Seq=518 Ack=100 Win=32021 Len=0"
"217","122.585681866","192.168.17.131","13.107.5.93","TLSv1.3","398","Change Cipher Spec, Client Hello (SNI=default.exp-tas.com)"
"218","122.585868141","13.107.5.93","192.168.17.131","TCP","60","443  >  54698 [ACK] Seq=100 Ack=862 Win=64240 Len=0"
"219","122.611344893","20.189.172.73","192.168.17.131","TLSv1.3","153","Hello Retry Request, Change Cipher Spec"
"220","122.611422172","192.168.17.131","20.189.172.73","TCP","54","47838  >  443 [ACK] Seq=518 Ack=100 Win=32021 Len=0"
"221","122.613296218","192.168.17.131","20.189.172.73","TLSv1.3","500","Change Cipher Spec, Client Hello (SNI=westus-0.in.applicationinsights.azure.com)"
"222","122.613695564","20.189.172.73","192.168.17.131","TCP","60","443  >  47838 [ACK] Seq=100 Ack=964 Win=64240 Len=0"
"223","122.619221469","13.107.5.93","192.168.17.131","TLSv1.3","1514","Server Hello"
"224","122.620459221","13.107.5.93","192.168.17.131","TCP","1514","443  >  54698 [PSH, ACK] Seq=1560 Ack=862 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"225","122.621191419","192.168.17.131","13.107.5.93","TCP","54","54698  >  443 [ACK] Seq=862 Ack=3020 Win=30660 Len=0"
"226","122.621604234","13.107.5.93","192.168.17.131","TLSv1.3","1312","Application Data"
"227","122.623526849","192.168.17.131","13.107.5.93","TLSv1.3","660","Application Data, Application Data"
"228","122.623791087","13.107.5.93","192.168.17.131","TCP","60","443  >  54698 [ACK] Seq=4278 Ack=1468 Win=64240 Len=0"
"229","122.651094237","13.107.5.93","192.168.17.131","TLSv1.3","513","Application Data"
"230","122.677457297","13.107.5.93","192.168.17.131","TLSv1.3","3715","Application Data, Application Data, Application Data, Application Data"
"231","122.677560851","192.168.17.131","13.107.5.93","TCP","54","54698  >  443 [ACK] Seq=1468 Ack=8398 Win=30660 Len=0"
"232","122.684369734","20.189.172.73","192.168.17.131","TLSv1.3","1514","Server Hello"
"233","122.685685134","20.189.172.73","192.168.17.131","TCP","1514","443  >  47838 [PSH, ACK] Seq=1560 Ack=964 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"234","122.686843036","20.189.172.73","192.168.17.131","TCP","1514","443  >  47838 [PSH, ACK] Seq=3020 Ack=964 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"235","122.687422446","20.189.172.73","192.168.17.131","TLSv1.3","82","Application Data"
"236","122.687848681","192.168.17.131","20.189.172.73","TCP","54","47838  >  443 [ACK] Seq=964 Ack=4508 Win=30660 Len=0"
"237","122.693066040","192.168.17.131","20.189.172.73","TLSv1.3","352","Application Data, Application Data"
"238","122.693531888","20.189.172.73","192.168.17.131","TCP","60","443  >  47838 [ACK] Seq=4508 Ack=1262 Win=64240 Len=0"
"239","122.760309369","20.189.172.73","192.168.17.131","TLSv1.3","157","Application Data"
"240","122.762072782","20.189.172.73","192.168.17.131","TLSv1.3","403","Application Data"
"241","122.762073341","20.189.172.73","192.168.17.131","TLSv1.3","81","Application Data"
"242","122.762899991","192.168.17.131","20.189.172.73","TCP","54","47838  >  443 [ACK] Seq=1262 Ack=4988 Win=30660 Len=0"
"243","122.764224742","192.168.17.131","20.189.172.73","TLSv1.3","78","Application Data"
"244","122.764512541","20.189.172.73","192.168.17.131","TCP","60","443  >  47838 [ACK] Seq=4988 Ack=1286 Win=64240 Len=0"
"245","122.764661063","192.168.17.131","20.189.172.73","TCP","54","47838  >  443 [FIN, ACK] Seq=1286 Ack=4988 Win=30660 Len=0"
"246","122.765006699","20.189.172.73","192.168.17.131","TCP","60","443  >  47838 [ACK] Seq=4988 Ack=1287 Win=64239 Len=0"
"247","124.100029780","192.168.17.131","169.254.169.254","TCP","74","46816  >  80 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=570147639 TSecr=0 WS=128"
"248","124.100710690","169.254.169.254","192.168.17.131","TCP","60","80  >  46816 [RST, ACK] Seq=1 Ack=1 Win=64240 Len=0"
"249","124.111143154","192.168.17.131","169.254.169.254","TCP","74","46818  >  80 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=570147650 TSecr=0 WS=128"
"250","124.113052931","169.254.169.254","192.168.17.131","TCP","60","80  >  46818 [RST, ACK] Seq=1 Ack=1 Win=64240 Len=0"
"251","124.158539948","192.168.17.131","192.168.17.2","DNS","101","Standard query 0xfe0b A westus-0.in.applicationinsights.azure.com"
"252","124.158592610","192.168.17.131","192.168.17.2","DNS","101","Standard query 0xbf09 AAAA westus-0.in.applicationinsights.azure.com"
"253","124.167467227","192.168.17.2","192.168.17.131","DNS","248","Standard query response 0xfe0b A westus-0.in.applicationinsights.azure.com CNAME westus-0.in.ai.monitor.azure.com CNAME westus-0.in.ai.privatelink.monitor.azure.com CNAME gig-ai-prod-westus-0.trafficmanager.net A 20.189.172.32"
"254","124.169232704","192.168.17.2","192.168.17.131","DNS","290","Standard query response 0xbf09 AAAA westus-0.in.applicationinsights.azure.com CNAME westus-0.in.ai.monitor.azure.com CNAME westus-0.in.ai.privatelink.monitor.azure.com CNAME gig-ai-prod-westus-0.trafficmanager.net SOA tm1.dns-tm.com"
"255","124.177422167","192.168.17.131","192.168.17.2","DNS","101","Standard query 0x7857 A westus-0.in.applicationinsights.azure.com"
"256","124.177483232","192.168.17.131","192.168.17.2","DNS","101","Standard query 0x6055 AAAA westus-0.in.applicationinsights.azure.com"
"257","124.177687511","192.168.17.131","20.189.172.32","TCP","74","33988  >  443 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=3883130464 TSecr=0 WS=128"
"258","124.186135033","192.168.17.2","192.168.17.131","DNS","248","Standard query response 0x7857 A westus-0.in.applicationinsights.azure.com CNAME westus-0.in.ai.monitor.azure.com CNAME westus-0.in.ai.privatelink.monitor.azure.com CNAME gig-ai-prod-westus-0.trafficmanager.net A 20.189.172.76"
"259","124.193722027","192.168.17.2","192.168.17.131","DNS","290","Standard query response 0x6055 AAAA westus-0.in.applicationinsights.azure.com CNAME westus-0.in.ai.monitor.azure.com CNAME westus-0.in.ai.privatelink.monitor.azure.com CNAME gig-ai-prod-westus-0.trafficmanager.net SOA tm1.dns-tm.com"
"260","124.194143665","192.168.17.131","20.189.172.76","TCP","74","45622  >  443 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=3595964869 TSecr=0 WS=128"
"261","124.249061447","20.189.172.32","192.168.17.131","TCP","60","443  >  33988 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"262","124.249110751","192.168.17.131","20.189.172.32","TCP","54","33988  >  443 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"263","124.249461781","192.168.17.131","20.189.172.32","TLSv1.3","571","Client Hello (SNI=westus-0.in.applicationinsights.azure.com)"
"264","124.249627897","20.189.172.32","192.168.17.131","TCP","60","443  >  33988 [ACK] Seq=1 Ack=518 Win=64240 Len=0"
"265","124.261330673","20.189.172.76","192.168.17.131","TCP","60","443  >  45622 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"266","124.261381602","192.168.17.131","20.189.172.76","TCP","54","45622  >  443 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"267","124.261898002","192.168.17.131","20.189.172.76","TLSv1.3","571","Client Hello (SNI=westus-0.in.applicationinsights.azure.com)"
"268","124.262063392","20.189.172.76","192.168.17.131","TCP","60","443  >  45622 [ACK] Seq=1 Ack=518 Win=64240 Len=0"
"269","124.319023349","20.189.172.32","192.168.17.131","TLSv1.3","153","Hello Retry Request, Change Cipher Spec"
"270","124.319141709","192.168.17.131","20.189.172.32","TCP","54","33988  >  443 [ACK] Seq=518 Ack=100 Win=32021 Len=0"
"271","124.321695285","192.168.17.131","20.189.172.32","TLSv1.3","500","Change Cipher Spec, Client Hello (SNI=westus-0.in.applicationinsights.azure.com)"
"272","124.322782319","20.189.172.32","192.168.17.131","TCP","60","443  >  33988 [ACK] Seq=100 Ack=964 Win=64240 Len=0"
"273","124.330394306","20.189.172.76","192.168.17.131","TLSv1.3","153","Hello Retry Request, Change Cipher Spec"
"274","124.330497845","192.168.17.131","20.189.172.76","TCP","54","45622  >  443 [ACK] Seq=518 Ack=100 Win=32021 Len=0"
"275","124.331712912","192.168.17.131","20.189.172.76","TLSv1.3","500","Change Cipher Spec, Client Hello (SNI=westus-0.in.applicationinsights.azure.com)"
"276","124.331994420","20.189.172.76","192.168.17.131","TCP","60","443  >  45622 [ACK] Seq=100 Ack=964 Win=64240 Len=0"
"277","124.391670179","20.189.172.32","192.168.17.131","TLSv1.3","1514","Server Hello"
"278","124.392372906","20.189.172.32","192.168.17.131","TCP","1514","443  >  33988 [PSH, ACK] Seq=1560 Ack=964 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"279","124.394773571","20.189.172.32","192.168.17.131","TLSv1.3","1545","Application Data"
"280","124.395664999","192.168.17.131","20.189.172.32","TCP","54","33988  >  443 [ACK] Seq=964 Ack=4511 Win=30660 Len=0"
"281","124.398797150","192.168.17.131","20.189.172.32","TLSv1.3","352","Application Data, Application Data"
"282","124.399341176","20.189.172.32","192.168.17.131","TCP","60","443  >  33988 [ACK] Seq=4511 Ack=1262 Win=64240 Len=0"
"283","124.401042726","20.189.172.76","192.168.17.131","TLSv1.3","1514","Server Hello"
"284","124.402076430","20.189.172.76","192.168.17.131","TCP","1514","443  >  45622 [PSH, ACK] Seq=1560 Ack=964 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"285","124.403922019","192.168.17.131","20.189.172.76","TCP","54","45622  >  443 [ACK] Seq=964 Ack=3020 Win=30660 Len=0"
"286","124.403935110","20.189.172.76","192.168.17.131","TLSv1.3","1541","Application Data"
"287","124.404033339","192.168.17.131","20.189.172.76","TCP","54","45622  >  443 [ACK] Seq=964 Ack=4507 Win=30660 Len=0"
"288","124.407717873","192.168.17.131","20.189.172.76","TLSv1.3","352","Application Data, Application Data"
"289","124.407956077","20.189.172.76","192.168.17.131","TCP","60","443  >  45622 [ACK] Seq=4507 Ack=1262 Win=64240 Len=0"
"290","124.469973484","20.189.172.32","192.168.17.131","TLSv1.3","533","Application Data, Application Data, Application Data"
"291","124.472740709","192.168.17.131","20.189.172.32","TLSv1.3","78","Application Data"
"292","124.472905931","20.189.172.32","192.168.17.131","TCP","60","443  >  33988 [ACK] Seq=4991 Ack=1286 Win=64240 Len=0"
"293","124.473114468","192.168.17.131","20.189.172.32","TCP","54","33988  >  443 [FIN, ACK] Seq=1286 Ack=4991 Win=30660 Len=0"
"294","124.473266664","20.189.172.32","192.168.17.131","TCP","60","443  >  33988 [ACK] Seq=4991 Ack=1287 Win=64239 Len=0"
"295","124.474387051","20.189.172.76","192.168.17.131","TLSv1.3","157","Application Data"
"296","124.474880751","20.189.172.76","192.168.17.131","TLSv1.3","403","Application Data"
"297","124.474961050","192.168.17.131","20.189.172.76","TCP","54","45622  >  443 [ACK] Seq=1262 Ack=4959 Win=30660 Len=0"
"298","124.475035003","20.189.172.76","192.168.17.131","TLSv1.3","81","Application Data"
"299","124.477992611","192.168.17.131","20.189.172.76","TLSv1.3","78","Application Data"
"300","124.479058390","192.168.17.131","20.189.172.76","TCP","54","45622  >  443 [FIN, ACK] Seq=1286 Ack=4987 Win=30660 Len=0"
"301","124.479293096","20.189.172.76","192.168.17.131","TCP","60","443  >  45622 [ACK] Seq=4987 Ack=1286 Win=64240 Len=0"
"302","124.479398029","20.189.172.76","192.168.17.131","TCP","60","443  >  45622 [ACK] Seq=4987 Ack=1287 Win=64239 Len=0"
"303","125.017754553","192.168.17.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"304","126.372059114","192.168.17.131","192.168.17.2","DNS","74","Standard query 0xe426 A api.github.com"
"305","126.372803270","192.168.17.131","192.168.17.2","DNS","74","Standard query 0x9036 HTTPS api.github.com"
"306","126.374427053","192.168.17.1","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"307","126.394897993","192.168.17.2","192.168.17.131","DNS","90","Standard query response 0xe426 A api.github.com A 140.82.114.5"
"308","126.395229171","192.168.17.2","192.168.17.131","DNS","139","Standard query response 0x9036 HTTPS api.github.com SOA dns1.p08.nsone.net"
"309","126.395996995","192.168.17.131","140.82.114.5","TCP","74","37008  >  443 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=3276428132 TSecr=0 WS=128"
"310","126.485351819","140.82.114.5","192.168.17.131","TCP","60","443  >  37008 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"311","126.485589327","192.168.17.131","140.82.114.5","TCP","54","37008  >  443 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"312","126.489671926","192.168.17.131","140.82.114.5","TLSv1.3","1953","Client Hello (SNI=api.github.com)"
"313","126.490432253","140.82.114.5","192.168.17.131","TCP","60","443  >  37008 [ACK] Seq=1 Ack=1461 Win=64240 Len=0"
"314","126.490432517","140.82.114.5","192.168.17.131","TCP","60","443  >  37008 [ACK] Seq=1 Ack=1900 Win=64240 Len=0"
"315","126.673797274","140.82.114.5","192.168.17.131","TLSv1.3","1490","Server Hello, Change Cipher Spec, Application Data"
"316","126.673926919","192.168.17.131","140.82.114.5","TCP","54","37008  >  443 [ACK] Seq=1900 Ack=1437 Win=31592 Len=0"
"317","126.674725030","140.82.114.5","192.168.17.131","TCP","1490","443  >  37008 [PSH, ACK] Seq=1437 Ack=1900 Win=64240 Len=1436 [TCP segment of a reassembled PDU]"
"318","126.674803601","192.168.17.131","140.82.114.5","TCP","54","37008  >  443 [ACK] Seq=1900 Ack=2873 Win=31592 Len=0"
"319","126.675719833","140.82.114.5","192.168.17.131","TLSv1.3","671","Application Data, Application Data, Application Data"
"320","126.675884822","192.168.17.131","140.82.114.5","TCP","54","37008  >  443 [ACK] Seq=1900 Ack=3490 Win=31592 Len=0"
"321","126.684869675","192.168.17.131","140.82.114.5","TLSv1.3","118","Change Cipher Spec, Application Data"
"322","126.686143625","140.82.114.5","192.168.17.131","TCP","60","443  >  37008 [ACK] Seq=3490 Ack=1964 Win=64240 Len=0"
"323","126.686743233","192.168.17.131","140.82.114.5","TLSv1.3","146","Application Data"
"324","126.686916383","192.168.17.131","13.107.5.93","TCP","54","54698  >  443 [FIN, ACK] Seq=1468 Ack=8398 Win=30660 Len=0"
"325","126.687096227","140.82.114.5","192.168.17.131","TCP","60","443  >  37008 [ACK] Seq=3490 Ack=2056 Win=64240 Len=0"
"326","126.687208902","13.107.5.93","192.168.17.131","TCP","60","443  >  54698 [ACK] Seq=8398 Ack=1469 Win=64239 Len=0"
"327","126.687390153","192.168.17.131","140.82.114.5","TLSv1.3","386","Application Data"
"328","126.687551548","140.82.114.5","192.168.17.131","TCP","60","443  >  37008 [ACK] Seq=3490 Ack=2388 Win=64240 Len=0"
"329","126.711346500","13.107.5.93","192.168.17.131","TCP","60","443  >  54698 [FIN, PSH, ACK] Seq=8398 Ack=1469 Win=64239 Len=0"
"330","126.711400812","192.168.17.131","13.107.5.93","TCP","54","54698  >  443 [ACK] Seq=1469 Ack=8399 Win=30660 Len=0"
"331","126.771397268","140.82.114.5","192.168.17.131","TLSv1.3","212","Application Data, Application Data"
"332","126.822997442","192.168.17.131","140.82.114.5","TCP","54","37008  >  443 [ACK] Seq=2388 Ack=3648 Win=31592 Len=0"
"333","126.855947109","140.82.114.5","192.168.17.131","TLSv1.3","118","Application Data"
"334","126.856195518","192.168.17.131","140.82.114.5","TCP","54","37008  >  443 [ACK] Seq=2388 Ack=3712 Win=31592 Len=0"
"335","126.857052645","192.168.17.131","140.82.114.5","TLSv1.3","85","Application Data"
"336","126.857531400","140.82.114.5","192.168.17.131","TCP","60","443  >  37008 [ACK] Seq=3712 Ack=2419 Win=64240 Len=0"
"337","127.001042837","140.82.114.5","192.168.17.131","TLSv1.3","1818","Application Data, Application Data"
"338","127.001094993","192.168.17.131","140.82.114.5","TCP","54","37008  >  443 [ACK] Seq=2419 Ack=5476 Win=31592 Len=0"
"339","127.023734848","192.168.17.131","140.82.114.5","TLSv1.3","177","Application Data"
"340","127.024828690","140.82.114.5","192.168.17.131","TCP","60","443  >  37008 [ACK] Seq=5476 Ack=2542 Win=64240 Len=0"
"341","127.128849244","192.168.17.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"342","127.168203205","140.82.114.5","192.168.17.131","TLSv1.3","1872","Application Data, Application Data"
"343","127.168287882","192.168.17.131","140.82.114.5","TCP","54","37008  >  443 [ACK] Seq=2542 Ack=7294 Win=31592 Len=0"
"344","127.211777770","192.168.17.131","169.254.169.254","TCP","74","46830  >  80 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=570150751 TSecr=0 WS=128"
"345","127.213350398","169.254.169.254","192.168.17.131","TCP","60","80  >  46830 [RST, ACK] Seq=1 Ack=1 Win=64240 Len=0"
"346","127.249333983","192.168.17.131","192.168.17.2","DNS","101","Standard query 0xc6d2 A westus-0.in.applicationinsights.azure.com"
"347","127.249501076","192.168.17.131","192.168.17.2","DNS","101","Standard query 0xfdd6 AAAA westus-0.in.applicationinsights.azure.com"
"348","127.259559163","192.168.17.2","192.168.17.131","DNS","248","Standard query response 0xc6d2 A westus-0.in.applicationinsights.azure.com CNAME westus-0.in.ai.monitor.azure.com CNAME westus-0.in.ai.privatelink.monitor.azure.com CNAME gig-ai-prod-westus-0.trafficmanager.net A 20.189.172.33"
"349","127.328694307","192.168.17.2","192.168.17.131","DNS","290","Standard query response 0xfdd6 AAAA westus-0.in.applicationinsights.azure.com CNAME westus-0.in.ai.monitor.azure.com CNAME westus-0.in.ai.privatelink.monitor.azure.com CNAME gig-ai-prod-westus-0.trafficmanager.net SOA tm1.dns-tm.com"
"350","127.345736622","192.168.17.131","20.189.172.33","TCP","74","44202  >  443 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=2257459403 TSecr=0 WS=128"
"351","127.414573743","20.189.172.33","192.168.17.131","TCP","60","443  >  44202 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"352","127.414627034","192.168.17.131","20.189.172.33","TCP","54","44202  >  443 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"353","127.415020745","192.168.17.131","20.189.172.33","TLSv1.3","571","Client Hello (SNI=westus-0.in.applicationinsights.azure.com)"
"354","127.415203799","20.189.172.33","192.168.17.131","TCP","60","443  >  44202 [ACK] Seq=1 Ack=518 Win=64240 Len=0"
"355","127.483550870","20.189.172.33","192.168.17.131","TLSv1.3","153","Hello Retry Request, Change Cipher Spec"
"356","127.483603457","192.168.17.131","20.189.172.33","TCP","54","44202  >  443 [ACK] Seq=518 Ack=100 Win=32021 Len=0"
"357","127.484380111","192.168.17.131","20.189.172.33","TLSv1.3","500","Change Cipher Spec, Client Hello (SNI=westus-0.in.applicationinsights.azure.com)"
"358","127.484529933","20.189.172.33","192.168.17.131","TCP","60","443  >  44202 [ACK] Seq=100 Ack=964 Win=64240 Len=0"
"359","127.555189627","20.189.172.33","192.168.17.131","TLSv1.3","1514","Server Hello"
"360","127.556306012","20.189.172.33","192.168.17.131","TCP","1514","443  >  44202 [PSH, ACK] Seq=1560 Ack=964 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"361","127.556419398","192.168.17.131","20.189.172.33","TCP","54","44202  >  443 [ACK] Seq=964 Ack=3020 Win=30660 Len=0"
"362","127.557698211","20.189.172.33","192.168.17.131","TCP","1514","443  >  44202 [PSH, ACK] Seq=3020 Ack=964 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"363","127.558362790","20.189.172.33","192.168.17.131","TLSv1.3","83","Application Data"
"364","127.558381457","192.168.17.131","20.189.172.33","TCP","54","44202  >  443 [ACK] Seq=964 Ack=4509 Win=30660 Len=0"
"365","127.559251884","192.168.17.131","20.189.172.33","TLSv1.3","786","Application Data, Application Data"
"366","127.559461246","20.189.172.33","192.168.17.131","TCP","60","443  >  44202 [ACK] Seq=4509 Ack=1696 Win=64240 Len=0"
"367","127.624294776","20.189.172.33","192.168.17.131","TLSv1.3","157","Application Data"
"368","127.626910058","20.189.172.33","192.168.17.131","TLSv1.3","403","Application Data"
"369","127.627535786","20.189.172.33","192.168.17.131","TLSv1.3","81","Application Data"
"370","127.627653839","192.168.17.131","20.189.172.33","TCP","54","44202  >  443 [ACK] Seq=1696 Ack=4989 Win=30660 Len=0"
"371","127.628271944","192.168.17.131","20.189.172.33","TLSv1.3","78","Application Data"
"372","127.628413529","20.189.172.33","192.168.17.131","TCP","60","443  >  44202 [ACK] Seq=4989 Ack=1720 Win=64240 Len=0"
"373","127.628619334","192.168.17.131","20.189.172.33","TCP","54","44202  >  443 [FIN, ACK] Seq=1720 Ack=4989 Win=30660 Len=0"
"374","127.628794377","20.189.172.33","192.168.17.131","TCP","60","443  >  44202 [ACK] Seq=4989 Ack=1721 Win=64239 Len=0"
"375","129.237667016","192.168.17.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"376","129.243071426","192.168.17.131","192.168.17.2","DNS","92","Standard query 0x1e58 A mobile.events.data.microsoft.com"
"377","129.243279814","192.168.17.131","192.168.17.2","DNS","92","Standard query 0x7b5a AAAA mobile.events.data.microsoft.com"
"378","129.251734694","192.168.17.2","192.168.17.131","DNS","212","Standard query response 0x1e58 A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdwus03.westus.cloudapp.azure.com A 20.189.173.4"
"379","129.253873909","192.168.17.2","192.168.17.131","DNS","261","Standard query response 0x7b5a AAAA mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdweu09.westeurope.cloudapp.azure.com SOA ns1-201.azure-dns.com"
"380","129.254554764","192.168.17.131","20.189.173.4","TCP","74","40062  >  443 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=3035323849 TSecr=0 WS=128"
"381","129.321816656","20.189.173.4","192.168.17.131","TCP","60","443  >  40062 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"382","129.321884150","192.168.17.131","20.189.173.4","TCP","54","40062  >  443 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"383","129.322251590","192.168.17.131","20.189.173.4","TLSv1.3","571","Client Hello (SNI=mobile.events.data.microsoft.com)"
"384","129.322514306","20.189.173.4","192.168.17.131","TCP","60","443  >  40062 [ACK] Seq=1 Ack=518 Win=64240 Len=0"
"385","129.386986677","192.168.17.1","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"386","129.390397306","20.189.173.4","192.168.17.131","TLSv1.3","153","Hello Retry Request, Change Cipher Spec"
"387","129.390454160","192.168.17.131","20.189.173.4","TCP","54","40062  >  443 [ACK] Seq=518 Ack=100 Win=32021 Len=0"
"388","129.391244590","192.168.17.131","20.189.173.4","TLSv1.3","491","Change Cipher Spec, Client Hello (SNI=mobile.events.data.microsoft.com)"
"389","129.391368196","20.189.173.4","192.168.17.131","TCP","60","443  >  40062 [ACK] Seq=100 Ack=955 Win=64240 Len=0"
"390","129.462612386","20.189.173.4","192.168.17.131","TLSv1.3","1514","Server Hello"
"391","129.463740488","20.189.173.4","192.168.17.131","TCP","1514","443  >  40062 [PSH, ACK] Seq=1560 Ack=955 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"392","129.463881518","192.168.17.131","20.189.173.4","TCP","54","40062  >  443 [ACK] Seq=955 Ack=3020 Win=30660 Len=0"
"393","129.465250923","20.189.173.4","192.168.17.131","TCP","1514","443  >  40062 [PSH, ACK] Seq=3020 Ack=955 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"394","129.466489969","20.189.173.4","192.168.17.131","TLSv1.3","205","Application Data"
"395","129.466510694","192.168.17.131","20.189.173.4","TCP","54","40062  >  443 [ACK] Seq=955 Ack=4631 Win=30660 Len=0"
"396","129.467565785","192.168.17.131","20.189.173.4","TLSv1.3","2429","Application Data, Application Data"
"397","129.467699120","20.189.173.4","192.168.17.131","TCP","60","443  >  40062 [ACK] Seq=4631 Ack=2415 Win=64240 Len=0"
"398","129.467699228","20.189.173.4","192.168.17.131","TCP","60","443  >  40062 [ACK] Seq=4631 Ack=3330 Win=64240 Len=0"
"399","129.533812179","20.189.173.4","192.168.17.131","TLSv1.3","157","Application Data"
"400","129.603487848","192.168.17.131","20.189.173.4","TCP","54","40062  >  443 [ACK] Seq=3330 Ack=4734 Win=30660 Len=0"
"401","129.603539157","20.189.173.4","192.168.17.131","TLSv1.3","517","Application Data"
"402","129.604343907","192.168.17.131","20.189.173.4","TLSv1.3","78","Application Data"
"403","129.604444406","192.168.17.131","20.189.173.4","TCP","54","40062  >  443 [FIN, ACK] Seq=3354 Ack=5198 Win=30660 Len=0"
"404","129.604470236","20.189.173.4","192.168.17.131","TCP","60","443  >  40062 [ACK] Seq=5198 Ack=3354 Win=64240 Len=0"
"405","129.604535475","20.189.173.4","192.168.17.131","TCP","60","443  >  40062 [ACK] Seq=5198 Ack=3355 Win=64239 Len=0"
"406","131.366761097","192.168.17.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"407","132.396757081","192.168.17.1","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"408","133.475985808","192.168.17.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"409","135.590166190","192.168.17.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"410","137.710756950","192.168.17.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"411","139.619678542","192.168.17.131","13.107.246.41","TCP","54","[TCP Keep-Alive] 36936  >  443 [ACK] Seq=2862 Ack=60643 Win=65535 Len=0"
"412","139.837734067","192.168.17.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"413","141.389075140","192.168.17.131","192.168.17.2","DNS","98","Standard query 0x186e A telemetry.individual.githubcopilot.com"
"414","141.389132744","192.168.17.131","192.168.17.2","DNS","98","Standard query 0x5260 AAAA telemetry.individual.githubcopilot.com"
